_attribute_set,attributes,attribute_labels_admin,attribute_labels_default
клеевые_стержни,kolichestvo{1};rabochiy_material{2};cvet{3};dlina{4};diametr{5};temperatura_plavleniya{6};ves{7};dop_dannye{8},"количество;рабочий материал;цвет;длина;диаметр;температура плавления;вес;доп.данные","количество;рабочий материал;цвет;длина;диаметр;температура плавления;вес;доп.данные"
торцевые_головки_переходники_удлинители,nabor{1};kol_vo_v_nabore{2};tip_nasadki{3};tip_torcevoy_golovki{4};vid_shlica_vstavki{5};mark_slot_prya_shli_{6};mark_phil_kres_shli_{7};mark_pozi_kres_s_nase_shli_{8};mark_hex_6_gran_shli_{9};mark_torx_shli_6_luch_zvez_{10};mark_spli_shli_12_luch_zvez_{11};dlina_vstavki{12};tip_hvostovika_vstavki{13};profil_golovki{14};razmer_6_grannogo_profilya{15};razmer_12_grannogo_profilya{16};razmer_torx_profilya{17};dlina_golovki{18};posadochnyy_razmer_golovki{19};tip_perehodnika{20};vneshniy_kvadrat_perehodnika{21};hvostovik_perehodnika{22};dlina_perehodnika{23};tip_udlinitelya{24};vneshniy_kvadrat_udlinitelya{25};hvostovik_udlinitelya{26};dlina_udlinitelya{27};material_rabochey_chasti{28};pokrytie_rabochey_chasti{29};ves{30};keys_futlyar{31},"набор;кол-во в наборе;тип насадки;тип торцевой головки;вид шлица вставки;маркировка «Slotted» (прямой шлиц);маркировка «Phillips» (крестовой шлиц);маркировка «Pozidriv» (крестовой с насечками шлиц);маркировка «Hex» (6-гранный шлиц);маркировка «Torx» (шлиц «6-лучевая звезда»);маркировка «Spline» (шлиц «12-лучевая звезда»);длина вставки;тип хвостовика вставки;профиль головки;размер 6-гранного профиля;размер 12-гранного профиля;размер «Torx» профиля;длина головки;посадочный размер головки;тип переходника;внешний квадрат переходника;хвостовик переходника;длина переходника;тип удлинителя;внешний квадрат удлинителя;хвостовик удлинителя;длина удлинителя;материал рабочей части;покрытие рабочей части;вес;кейс/футляр","набор;кол-во в наборе;тип насадки;тип торцевой головки;вид шлица вставки;маркировка «Slotted» (прямой шлиц);маркировка «Phillips» (крестовой шлиц);маркировка «Pozidriv» (крестовой с насечками шлиц);маркировка «Hex» (6-гранный шлиц);маркировка «Torx» (шлиц «6-лучевая звезда»);маркировка «Spline» (шлиц «12-лучевая звезда»);длина вставки;тип хвостовика вставки;профиль головки;размер 6-гранного профиля;размер 12-гранного профиля;размер «Torx» профиля;длина головки;посадочный размер головки;тип переходника;внешний квадрат переходника;хвостовик переходника;длина переходника;тип удлинителя;внешний квадрат удлинителя;хвостовик удлинителя;длина удлинителя;материал рабочей части;покрытие рабочей части;вес;кейс/футляр"
магнитные_захваты_извлекатели_,tip{1};dlina{2};max_gruzopodemnost{3};diametr_magnita{4};ves{5};nalichie_podsvetki{6};nalichie_zerkala{7},"тип;длина;max грузоподъемность;диаметр магнита;вес;наличие подсветки;наличие зеркала","тип;длина;max грузоподъемность;диаметр магнита;вес;наличие подсветки;наличие зеркала"
для_ручных_ножовок,tip_polotna{2};vid_nozhovki{3};obrabatyvaemyy_material{4};dlina_polotna{5};shirina_polotna{6};tolschina_polotna{7};kol_vo_zubev_na_dyuym{8};material_polotna{9};kol_vo_v_upakovke{10},"тип полотна;вид ножовки;обрабатываемый материал;длина полотна;ширина полотна;толщина полотна;кол-во зубьев на дюйм;материал полотна;кол-во в упаковке","тип полотна;вид ножовки;обрабатываемый материал;длина полотна;ширина полотна;толщина полотна;кол-во зубьев на дюйм;материал полотна;кол-во в упаковке"
скобы_для_степлеров,tip_steplera{2};tip_skob_obsc_klas_{3};tip_skob_klas_proi_{4};forma_skoby{5};dlina_skoby{6};shirina_skoby{7};sechenie_provoloki{8};material_skoby{9};kol_vo_skob_v_upakovke{10};dop_dannye{11},"тип степлера;тип скобы (общая классификация);тип скобы (классификация производителя);форма скобы;длина скобы;ширина скобы;сечение проволоки;материал скобы;кол-во скоб в упаковке;доп.данные","тип степлера;тип скобы (общая классификация);тип скобы (классификация производителя);форма скобы;длина скобы;ширина скобы;сечение проволоки;материал скобы;кол-во скоб в упаковке;доп.данные"
гвозди_шпильки_для_степлеров,tip_steplera{1};tip_krepezha{2};tip_gvozdya{3};tip_shpilki{4};dlina{5};diametr_sechenie_provoloki{6};shirina_shlyapki{7};material{8};kol_vo_v_upakovke{9},"тип степлера;тип крепежа;тип гвоздя;тип шпильки;длина;диаметр/сечение проволоки;ширина шляпки;материал;кол-во в упаковке","тип степлера;тип крепежа;тип гвоздя;тип шпильки;длина;диаметр/сечение проволоки;ширина шляпки;материал;кол-во в упаковке"
заклепки,vid{1};diametr{2};dlina{3};tols_skre_mate{4};material_izgotovleniya{5};ves{6};kol_vo_v_upakovke{7},"вид;диаметр;длина;толщина скрепляемых материалов;материал изготовления;вес;кол-во в упаковке","вид;диаметр;длина;толщина скрепляемых материалов;материал изготовления;вес;кол-во в упаковке"
венчики_мешалки_,naznachenie{1};obschaya_dlina{2};diametr_lopasti{3};tip_hvostovika{4};diametr_hvostovika{5};material{6};ves{7},"назначение;общая длина;диаметр лопасти;тип хвостовика;диаметр хвостовика;материал;вес","назначение;общая длина;диаметр лопасти;тип хвостовика;диаметр хвостовика;материал;вес"
патроны_зажимные_адаптеры,tip_osnastki{1};tip_patrona{2};perehod_adaptera{3};sistema_posadki_patrona{4};posadochnyy_razmer_patrona{5};min_diam_zazh_hvos{6};max_diam_zazh_hvos{7};material_korpusa_patrona{8};ves{9};dop_dannye{10},"тип оснастки;тип патрона;переход адаптера;система посадки патрона;посадочный размер патрона;min диаметр зажимаемого хвостовика;max диаметр зажимаемого хвостовика;материал корпуса патрона;вес;доп. данные","тип оснастки;тип патрона;переход адаптера;система посадки патрона;посадочный размер патрона;min диаметр зажимаемого хвостовика;max диаметр зажимаемого хвостовика;материал корпуса патрона;вес;доп. данные"
кельмы_мастерки_ковши,tip{1};forma_rabochey_chasti{2};material_rabochey_chasti{3};pokrytie_rabochey_chasti{4};material_rukoyatki{5};dlina{6};shirina{7};vysota{8};diametr{9};ves{11},"тип;форма рабочей части;материал рабочей части;покрытие рабочей части;материал рукоятки;длина;ширина;высота;диаметр;вес","тип;форма рабочей части;материал рабочей части;покрытие рабочей части;материал рукоятки;длина;ширина;высота;диаметр;вес"
воздуходувки_садовые_пылесосы,tip_ustroystva{1};ispolnenie{2};pitanie{3};tip_benzinovogo_dvigatelya{4};tip_akkumulyatora{5};napryazhenie_pitaniya{6};chastota_pitayuschey_seti{7};emkost_akkumulyatora{8};vremya_zaryadki_akkumulyatora{9};moschnost_dvigatelya{10};obem_dvigatelya{11};obem_toplivnogo_baka{12};obem_maslyanogo_baka{13};skor_holo_hoda_dvig{14};vremya_avtonomnoy_raboty{15};max_skorost_vozdushnogo_potoka{16};skor_vozd_poto_vydu_{17};propusknaya_sposobnost_vozduha{18};razrezhenie_vozduha{19};funkciya_izmelcheniya{20};koefficient_izmelcheniya{21};nalichie_musorosbornika{22};tip_musorosbornika{23};obem_musorosbornika{24};puskovoy_nasos{25};elektronnoe_zazhiganie{26};uroven_shuma{27};ves{28};razmer{29};kol_vo_akku_v_komp{30};zary_ustr_v_komp{31},"тип устройства;исполнение;питание;тип бензинового двигателя;тип аккумулятора;напряжение питания;частота питающей сети;емкость аккумулятора;время зарядки аккумулятора;мощность двигателя;объем двигателя;объем топливного бака;объем масляного бака;скорость холостого хода двигателя;время автономной работы;max скорость воздушного потока;скорость воздушного потока (выдув);пропускная способность воздуха;разрежение воздуха;функция измельчения;коэффициент измельчения;наличие мусоросборника;тип мусоросборника;объем мусоросборника;пусковой насос;электронное зажигание;уровень шума;вес;размер;кол-во аккумуляторов в комплекте;зарядное устройство в комплекте","тип устройства;исполнение;питание;тип бензинового двигателя;тип аккумулятора;напряжение питания;частота питающей сети;емкость аккумулятора;время зарядки аккумулятора;мощность двигателя;объем двигателя;объем топливного бака;объем масляного бака;скорость холостого хода двигателя;время автономной работы;max скорость воздушного потока;скорость воздушного потока (выдув);пропускная способность воздуха;разрежение воздуха;функция измельчения;коэффициент измельчения;наличие мусоросборника;тип мусоросборника;объем мусоросборника;пусковой насос;электронное зажигание;уровень шума;вес;размер;кол-во аккумуляторов в комплекте;зарядное устройство в комплекте"
секаторы_кусторезы_сучкорезы_ножницы,tip{1};obschaya_dlina{2};dlina_lezviya{3};dlina_rukoyatok{4};max_diametr_reza{5};material_lezviya{6};pokrytie_lezviya{7};pokrytie_rukoyatok{8};teleskopicheskie_rukoyatki{9};fiksator_lezviy{10};ves{11};dop_dannye{12},"тип;общая длина;длина лезвия;длина рукояток;max диаметр реза;материал лезвия;покрытие лезвия;покрытие рукояток;телескопические рукоятки;фиксатор лезвий;вес;доп.данные","тип;общая длина;длина лезвия;длина рукояток;max диаметр реза;материал лезвия;покрытие лезвия;покрытие рукояток;телескопические рукоятки;фиксатор лезвий;вес;доп.данные"
ножовки_садовые,naznachenie{1};skladnoe_polotno{2};dlina_polotna{3};kol_vo_zubev_na_dyuym{4};zakalennye_zubya{5};zatochka_zubev{6};material_polotna{7};tverdost_polotna_po_Rokvellu{8};material_rukoyatki{9};ves{10};chehol{11},"назначение;складное полотно;длина полотна;кол-во зубьев на дюйм;закаленные зубья;заточка зубьев;материал полотна;твердость полотна по Роквеллу;материал рукоятки;вес;чехол","назначение;складное полотно;длина полотна;кол-во зубьев на дюйм;закаленные зубья;заточка зубьев;материал полотна;твердость полотна по Роквеллу;материал рукоятки;вес;чехол"
лопаты_совки_посадочные,tip{1};material_polotna{2};cherenok{3};material_cherenka{4};teleskopicheskiy_cherenok{5};skladnaya_konstrukciya{6};obschaya_dlina{7};dlina_polotna{8};dlina_cherenka{9};shirina_polotna{10};ves{11},"тип;материал полотна;черенок;материал черенка;телескопический черенок;складная конструкция;общая длина;длина полотна;длина черенка;ширина полотна;вес","тип;материал полотна;черенок;материал черенка;телескопический черенок;складная конструкция;общая длина;длина полотна;длина черенка;ширина полотна;вес"
грабли_вилы,tip{1};kol_vo_zubev_prutev{2};regulirovka_shiriny{3};min_shirina{4};max_shirina{5};obschaya_dlina{6};material_rabochey_chasti{7};nalichie_rukoyatki{8};material_rukoyatki{9};rekomenduemaya_dlina_rukoyatki{10};teleskopicheskaya_rukoyatka{11};ves{12},"тип;кол-во зубьев/прутьев;регулировка ширины;min ширина;max ширина;общая длина;материал рабочей части;наличие рукоятки;материал рукоятки;рекомендуемая длина рукоятки;телескопическая рукоятка;вес","тип;кол-во зубьев/прутьев;регулировка ширины;min ширина;max ширина;общая длина;материал рабочей части;наличие рукоятки;материал рукоятки;рекомендуемая длина рукоятки;телескопическая рукоятка;вес"
рыхлители_культиваторы_полольники_мотыги_вилки,tip{1};kol_vo_zubev{2};material_rabochey_chasti{3};nalichie_rukoyatki{4};material_rukoyatki{5};regulirovka_dliny_rukoyatki{6};dlina_rukoyatki{7};obschaya_dlina{8};rabochaya_shirina{9};ves{11},"тип;кол-во зубьев;материал рабочей части;наличие рукоятки;материал рукоятки;регулировка длины рукоятки;длина рукоятки;общая длина;рабочая ширина;вес","тип;кол-во зубьев;материал рабочей части;наличие рукоятки;материал рукоятки;регулировка длины рукоятки;длина рукоятки;общая длина;рабочая ширина;вес"
наборы_для_обработки_почвы,kol_vo_predmetov_v_nabore{1};sovok_posadochnyy{2};dlina_sovka_posadochnogo{3};grabli_veernye{4};dlina_grabley_veernyh{5};grabli_sadovo_ogorodnye{6};dlina_grabley_sadovo_ogorodnyh{7};motyga_sapka_tyapka_{8};dlina_motygi{9};motyga_ryhlitel{10};dlina_motygi_ryhlitelya{11};ryhlitel_kultivator_{12};dlina_ryhlitelya{13};udlinitel_rukoyatki{14};dlina_udlinitelya{15};material_rabochih_chastey{16};material_rukoyatok{17};ves_nabora{18};upakovka{19};dop_komplektaciya{20};dop_dannye{22},"кол-во предметов в наборе;совок посадочный;длина совка посадочного;грабли веерные;длина граблей веерных;грабли садово-огородные;длина граблей садово-огородных;мотыга (сапка, тяпка);длина мотыги;мотыга-рыхлитель;длина мотыги-рыхлителя;рыхлитель (культиватор);длина рыхлителя;удлинитель рукоятки;длина удлинителя;материал рабочих частей;материал рукояток;вес набора;упаковка;доп. комплектация;доп. данные","кол-во предметов в наборе;совок посадочный;длина совка посадочного;грабли веерные;длина граблей веерных;грабли садово-огородные;длина граблей садово-огородных;мотыга (сапка, тяпка);длина мотыги;мотыга-рыхлитель;длина мотыги-рыхлителя;рыхлитель (культиватор);длина рыхлителя;удлинитель рукоятки;длина удлинителя;материал рабочих частей;материал рукояток;вес набора;упаковка;доп. комплектация;доп. данные"
ручные,tip{1};sposob_perenoski{2};max_dalnost_raspyleniya{3};raspylitelnaya_trubka{4};dlina_raspylitelnoy_trubki{5};material_raspylitelnoy_trubki{6};shlang{7};dlina_shlanga{8};material_shlanga{9};obem_baka{10};material_baka_korpusa{11};kol_vo_sopel{12};material_sopla{13};material_pompy{14};funkciya_nepreryvnogo_raspyla{15};ves{16};dop_dannye{17},"тип;способ переноски;max дальность распыления;распылительная трубка;длина распылительной трубки;материал распылительной трубки;шланг;длина шланга;материал шланга;объем бака;материал бака/корпуса;кол-во сопел;материал сопла;материал помпы;функция непрерывного распыла;вес;доп.данные","тип;способ переноски;max дальность распыления;распылительная трубка;длина распылительной трубки;материал распылительной трубки;шланг;длина шланга;материал шланга;объем бака;материал бака/корпуса;кол-во сопел;материал сопла;материал помпы;функция непрерывного распыла;вес;доп.данные"
пистолеты_поливочные,tip_pistoleta{1};kol_vo_rezhimov_poliva{2};plav_regu_napo_vody{3};diam_pods_shla{4};material{5};nalichie_shtangi{6};regulirovka_dliny_shtangi{7};dlina_shtangi{8};nalichie_shlanga{9};tip_shlanga{10};dlina_shlanga{11};diametr_shlanga{12};obschiy_ves{13};dop_dannye{14};dop_komplektaciya{15},"тип пистолета;кол-во режимов полива;плавная регулировка напора воды;диаметр подсоединяемого шланга;материал;наличие штанги;регулировка длины штанги;длина штанги;наличие шланга;тип шланга;длина шланга;диаметр шланга;общий вес;доп.данные;доп. комплектация","тип пистолета;кол-во режимов полива;плавная регулировка напора воды;диаметр подсоединяемого шланга;материал;наличие штанги;регулировка длины штанги;длина штанги;наличие шланга;тип шланга;длина шланга;диаметр шланга;общий вес;доп.данные;доп. комплектация"
дождеватели,tip{2};raspolozhenie{3};osnovanie{4};kol_vo_rezhimov_poliva{5};rezhimy_poliva{6};kol_vo_forsunok{7};min_rabochee_davlenie{8};max_rabochee_davlenie{9};max_ploschad_poliva{10};max_dalnost_poliva{11};sektor_poliva{12};material_rabochey_chasti{13};material_osnovaniya{14};ves{15};diam_pods_shla{16};regulyator_davleniya_vody{17};dop_dannye{18},"тип;расположение;основание;кол-во режимов полива;режимы полива;кол-во форсунок;min рабочее давление;max рабочее давление;max площадь полива;max дальность полива;сектор полива;материал рабочей части;материал основания;вес;диаметр подсоединяемого шланга;регулятор давления воды;доп. данные","тип;расположение;основание;кол-во режимов полива;режимы полива;кол-во форсунок;min рабочее давление;max рабочее давление;max площадь полива;max дальность полива;сектор полива;материал рабочей части;материал основания;вес;диаметр подсоединяемого шланга;регулятор давления воды;доп. данные"
шланги,tip{1};kol_vo_sloev{2};dlina{3};diametr{4};tolschina_stenki{5};material{6};max_dopu_rabo_davl{7};temperaturnye_normy{8};nali_soed_elem{9};ves{10},"тип;кол-во слоев;длина;диаметр;толщина стенки;материал;max допустимое рабочее давление;температурные нормы;наличие соединительных элементов;вес","тип;кол-во слоев;длина;диаметр;толщина стенки;материал;max допустимое рабочее давление;температурные нормы;наличие соединительных элементов;вес"
катушки_тележки_держатели_для_шлангов,tip_izdeliya{1};sposob_smatyvaniya_shlanga{2};dlina_shlanga{3};diametr_shlanga{4};material_korpusa{5};ves{6};shlang_v_komplekte{7},"тип изделия;способ сматывания шланга;длина шланга;диаметр шланга;материал корпуса;вес;шланг в комплекте","тип изделия;способ сматывания шланга;длина шланга;диаметр шланга;материал корпуса;вес;шланг в комплекте"
коннекторы_для_шлангов,diam_podk_shla{1};diam_pris_izde{2};funkciya_akvastop_{3};ruch_regu_poda_vody{4};material{5};ves{6},"диаметр подключаемого шланга;диаметр присоединяемого изделия;функция «аквастоп»;ручной регулятор подачи воды;материал;вес","диаметр подключаемого шланга;диаметр присоединяемого изделия;функция «аквастоп»;ручной регулятор подачи воды;материал;вес"
муфты_для_шлангов,forma{1};diametr_1_shlanga{2};diametr_2_shlanga{3};material{4};ves{6},"форма;диаметр 1 шланга;диаметр 2 шланга;материал;вес","форма;диаметр 1 шланга;диаметр 2 шланга;материал;вес"
адаптеры_для_шланговых_коннекторов,tip{1};rezba_vneshnyaya{2};rezba_vnutrennyaya{3};diam_pods_konn{4};material{5};ves{6},"тип;резьба внешняя;резьба внутренняя;диаметр подсоединяемого коннектора;материал;вес","тип;резьба внешняя;резьба внутренняя;диаметр подсоединяемого коннектора;материал;вес"
ниппели_для_шланговых_коннекторов,diametr_konnektora_1{1};diametr_konnektora_2{2};material{3};ves{5},"диаметр коннектора 1;диаметр коннектора 2;материал;вес","диаметр коннектора 1;диаметр коннектора 2;материал;вес"
тройники_для_шланговых_коннекторов,diametr_konnektora_1{1};diametr_konnektora_2{2};diametr_konnektora_3{3};material{4};ves{6},"диаметр коннектора 1;диаметр коннектора 2;диаметр коннектора 3;материал;вес","диаметр коннектора 1;диаметр коннектора 2;диаметр коннектора 3;материал;вес"
распределители_потока_воды,tip_raspredelitelya{1};tip_rezby{2};diametr_vnutrenney_rezby{3};diam_pods_konn{4};material{5};regulirovka_kazhdogo_kanala{6};ves{7},"тип распределителя;тип резьбы;диаметр внутренней резьбы;диаметр подсоединяемого коннектора;материал;регулировка каждого канала;вес","тип распределителя;тип резьбы;диаметр внутренней резьбы;диаметр подсоединяемого коннектора;материал;регулировка каждого канала;вес"
таймеры_подачи_воды,tip_taymera{2};diametr_rezby_krana_truby{3};kol_vo_kana_rasp_vody{4};kol_vo_vyhodov_pod_konnektor{5};nali_adap_pod_konn{6};kol_vo_adapterov{7};diam_pods_konn{8};regu_prod_poli{9};max_prodolzhitelnost_poliva{10};avto_otkl_vody{11};material{12};ves{13},"тип таймера;диаметр резьбы крана/трубы;кол-во каналов распределения воды;кол-во выходов под коннектор;наличие адаптера под коннектор;кол-во адаптеров;диаметр подсоединяемого коннектора;регулировка продолжительности полива;max продолжительность полива;автоматическое отключение воды;материал;вес","тип таймера;диаметр резьбы крана/трубы;кол-во каналов распределения воды;кол-во выходов под коннектор;наличие адаптера под коннектор;кол-во адаптеров;диаметр подсоединяемого коннектора;регулировка продолжительности полива;max продолжительность полива;автоматическое отключение воды;материал;вес"
наконечники_поливочные,spos_pods_k_shla{1};diam_pods_konn{2};kol_vo_rezhimov_poliva{3};plav_regu_napo_vody{4};material{5};obschiy_ves{6};dop_komplektaciya{8},"способ подсоединения к шлангу;диаметр подсоединяемого коннектора;кол-во режимов полива;плавная регулировка напора воды;материал;общий вес;доп. комплектация","способ подсоединения к шлангу;диаметр подсоединяемого коннектора;кол-во режимов полива;плавная регулировка напора воды;материал;общий вес;доп. комплектация"
тачки,tip_tachki{1};gruzopodemnost{2};semnyy_kuzov{3};material_kuzova{4};obem_kuzova{5};tolschina_kuzova{6};tip_ramy{7};kol_vo_koles{8};tip_kolesa{9};diametr_kolesa{10};shirina_kolei{11};ves{12},"тип тачки;грузоподъемность;съемный кузов;материал кузова;объем кузова;толщина кузова;тип рамы;кол-во колес;тип колеса;диаметр колеса;ширина колеи;вес","тип тачки;грузоподъемность;съемный кузов;материал кузова;объем кузова;толщина кузова;тип рамы;кол-во колес;тип колеса;диаметр колеса;ширина колеи;вес"
лестницы,tip{1};kol_vo_sekciy{2};teleskopicheskaya_konstrukciya{3};max_vysota_pristavnoy_lestnicy{4};vysota_A_obraznoy_stremyanki{5};vysota_λ_obraznoy_stremyanki{6};vysota_v_slozhennom_vide{7};shirina{8};kol_vo_stupeney{9};shirina_stupeni{10};material{11};max_nagruzka{12};ves{13},"тип;кол-во секций;телескопическая конструкция;max высота приставной лестницы;высота А-образной стремянки;высота λ-образной стремянки;высота в сложенном виде;ширина;кол-во ступеней;ширина ступени;материал;max нагрузка;вес","тип;кол-во секций;телескопическая конструкция;max высота приставной лестницы;высота А-образной стремянки;высота λ-образной стремянки;высота в сложенном виде;ширина;кол-во ступеней;ширина ступени;материал;max нагрузка;вес"
стремянки,konstrukciya{1};kol_vo_stupeney{2};razmer_stupeni{3};vyso_do_posl_stup_plos{4};forma_nesuschego_profilya{5};material_nesuschego_profilya{6};max_nagruzka{7};ves{8},"конструкция;кол-во ступеней;размер ступени;высота до последней ступени/площадки;форма несущего профиля;материал несущего профиля;max нагрузка;вес","конструкция;кол-во ступеней;размер ступени;высота до последней ступени/площадки;форма несущего профиля;материал несущего профиля;max нагрузка;вес"
перчатки,material{1};klass_vyazki{2};tehnologiya_vyazki{3};sort_kozhi_spilka_{4};tolschina_kozhi_spilka_{5};pokrytie{6};mesta_naneseniya_pokrytiya{7};material_pokrytiya{8};manzhet{9};uteplitel{10};razmer{11};dlina{12};shirina{13};ves{14};dop_dannye{15},"материал;класс вязки;технология вязки;сорт кожи (спилка);толщина кожи (спилка);покрытие;места нанесения покрытия;материал покрытия;манжет;утеплитель;размер;длина;ширина;вес;доп. данные","материал;класс вязки;технология вязки;сорт кожи (спилка);толщина кожи (спилка);покрытие;места нанесения покрытия;материал покрытия;манжет;утеплитель;размер;длина;ширина;вес;доп. данные"
очки,tip_ochkov{1};zaschita_ot_melkih_chastic{2};zaschita_ot_UF_i_IK_izlucheniy{3};zasc_ot_laze_izlu{4};ventilyaciya{5};tip_ventilyacii{6};cvet_linz{7};material_linz{8};cvet_opravy{9};material_opravy{10};ves{11};dop_dannye{12},"тип очков;защита от мелких частиц;защита от УФ и ИК излучений;защита от лазерного излучения;вентиляция;тип вентиляции;цвет линз;материал линз;цвет оправы;материал оправы;вес;доп. данные","тип очков;защита от мелких частиц;защита от УФ и ИК излучений;защита от лазерного излучения;вентиляция;тип вентиляции;цвет линз;материал линз;цвет оправы;материал оправы;вес;доп. данные"
наушники,material{1};myagkoe_ogolove{2};regulirovka_dliny{3};skladnaya_konstrukciya{4};kreplenie_na_kasku{5};ves{6};dop_dannye{7},"материал;мягкое оголовье;регулировка длины;складная конструкция;крепление на каску;вес;доп. данные","материал;мягкое оголовье;регулировка длины;складная конструкция;крепление на каску;вес;доп. данные"
респираторы,kratnost_ispolzovaniya{1};tip_mehanizma_zaschity{2};smennye_filtry{3};kol_vo_smennyh_filtrov{4};klapan_vydoha{5};vid_licevoy_chasti{6};material_licevoy_chasti{7};material_obtyuratora{8};ves{9};kol_vo_v_upakovke{10},"кратность использования;тип механизма защиты;сменные фильтры;кол-во сменных фильтров;клапан выдоха;вид лицевой части;материал лицевой части;материал обтюратора;вес;кол-во в упаковке","кратность использования;тип механизма защиты;сменные фильтры;кол-во сменных фильтров;клапан выдоха;вид лицевой части;материал лицевой части;материал обтюратора;вес;кол-во в упаковке"
щитки_лицевые,tip_krepleniya{1};material_ekrana{2};cvet_ekrana{3};ves{4};dop_dannye{5},"тип крепления;материал экрана;цвет экрана;вес;доп. данные","тип крепления;материал экрана;цвет экрана;вес;доп. данные"
каски_каскетки_шлемы,tip{2};material{3};cvet{4};obem{5};ves{6};ventilyaciya{7};sistema_amortizacii{8};dop_dannye{9},"тип;материал;цвет;объем;вес;вентиляция;система амортизации;доп. данные","тип;материал;цвет;объем;вес;вентиляция;система амортизации;доп. данные"
наколенники,kolichestvo{1};material{2};ves{3},количество;материал;вес,количество;материал;вес
жилеты_фартуки,tip_izdeliya{1};material_izdeliya{2};podkladka{3};material_podkladki{4};uteplitel{5};material_uteplitelya{6};karmany{7};kol_vo_karmanov{8};centralnaya_zastezhka{9};tip_centralnoy_zastezhki{10};regulyatory_razmera{11};cvet{12};ves{13},"тип изделия;материал изделия;подкладка;материал подкладки;утеплитель;материал утеплителя;карманы;кол-во карманов;центральная застежка;тип центральной застежки;регуляторы размера;цвет;вес","тип изделия;материал изделия;подкладка;материал подкладки;утеплитель;материал утеплителя;карманы;кол-во карманов;центральная застежка;тип центральной застежки;регуляторы размера;цвет;вес"
ящики_чемоданы,kol_vo_yaschikov_v_komplekte{1};tip{2};kons_vnut_pros{3};kol_vo_razdvizhnyh_sekciy{4};kol_vo_vydvizhnyh_sekciy{5};material_korpusa{6};kol_vo_zamkov{7};material_zamkov{8};kol_vo_ruchek_dlya_perenoski{9};material_ruchki_dlya_perenoski{10};utaplivaemaya_v_kryshke_ruchka{11};organayzer_na_kryshke{12};kol_vo_organayzerov_na_kryshke{13};kol_vo_yacheek_organayzera{14};peregorodki_organayzera{15};semnyy_lotok{16};kolesa_i_ruchka_dlya_perevozki{17};material_ruchki_dlya_perevozki{18};petlya_dlya_navesnogo_zamka{19};razmer{20};dlina{21};shirina{22};vysota{23};ves{24};dop_dannye{25},"кол-во ящиков в комплекте;тип;конструкция внутреннего пространства;кол-во раздвижных секций;кол-во выдвижных секций;материал корпуса;кол-во замков;материал замков;кол-во ручек для переноски;материал ручки для переноски;утапливаемая в крышке ручка;органайзер на крышке;кол-во органайзеров на крышке;кол-во ячеек органайзера;перегородки органайзера;съемный лоток;колеса и ручка для перевозки;материал ручки для перевозки;петля для навесного замка;размер;длина;ширина;высота;вес;доп. данные","кол-во ящиков в комплекте;тип;конструкция внутреннего пространства;кол-во раздвижных секций;кол-во выдвижных секций;материал корпуса;кол-во замков;материал замков;кол-во ручек для переноски;материал ручки для переноски;утапливаемая в крышке ручка;органайзер на крышке;кол-во органайзеров на крышке;кол-во ячеек органайзера;перегородки органайзера;съемный лоток;колеса и ручка для перевозки;материал ручки для перевозки;петля для навесного замка;размер;длина;ширина;высота;вес;доп. данные"
органайзеры,kol_vo_v_komplekte{1};vid{2};konstrukciya{3};tip_peregorodok_razdeliteley{4};kol_vo_vydvizhnyh_sekciy{5};kol_vo_yacheek{6};material_korpusa{7};ruchka_dlya_perenoski{8};kol_vo_ruchek{9};material_ruchki{10};zamki{11};kol_vo_zamkov{12};material_zamkov{13};petlya_dlya_navesnogo_zamka{14};razmer{15};dlina{16};shirina{17};vysota{18};ves{19};dop_dannye{20},"кол-во в комплекте;вид;конструкция;тип перегородок-разделителей;кол-во выдвижных секций;кол-во ячеек;материал корпуса;ручка для переноски;кол-во ручек;материал ручки;замки;кол-во замков;материал замков;петля для навесного замка;размер;длина;ширина;высота;вес;доп. данные","кол-во в комплекте;вид;конструкция;тип перегородок-разделителей;кол-во выдвижных секций;кол-во ячеек;материал корпуса;ручка для переноски;кол-во ручек;материал ручки;замки;кол-во замков;материал замков;петля для навесного замка;размер;длина;ширина;высота;вес;доп. данные"
сумки_рюкзаки,vid{1};material{2};kol_vo_osnovnyh_otdeleniy{3};tip_osnovnogo_otdeleniya{4};kol_vo_razd_v_osno_otde{5};tip_razd_osno_otde{6};zastezhka_osnovnogo_otdeleniya{7};tip_zast_osno_otde{8};karmany{9};kol_vo_karmanov{10};ruchka_dlya_perenoski{11};kol_vo_ruchek_dlya_perenoski{12};plechevoy_remen{13};kole_i_tele_ruch{14};poyas{15};gabarity{16};ves{17};dop_dannye{18},"вид;материал;кол-во основных отделений;тип основного отделения;кол-во разделителей в основном отделении;тип разделителя основного отделения;застежка основного отделения;тип застежки основного отделения;карманы;кол-во карманов;ручка для переноски;кол-во ручек для переноски;плечевой ремень;колеса и телескопическая ручка;пояс;габариты;вес;доп. данные","вид;материал;кол-во основных отделений;тип основного отделения;кол-во разделителей в основном отделении;тип разделителя основного отделения;застежка основного отделения;тип застежки основного отделения;карманы;кол-во карманов;ручка для переноски;кол-во ручек для переноски;плечевой ремень;колеса и телескопическая ручка;пояс;габариты;вес;доп. данные"
